V1,V2,V3,V4,V5,V6
3237.375244140625,3226.4539,3219.4722,3211.465,3206.5117,3209.9143
2944.44384765625,2928.669,2917.4158,2909.6636,2897.7612,2904.135
3495.83349609375,3487.544,3484.8528,3477.663,3474.922,3477.377
4325.02978515625,4324.4897,4324.4116,4321.748,4322.278,4324.046
6565.7529296875,6663.2,6762.413,6854.7646,6948.2534,7056.197
1583.7939453125,1600.4294,1618.852,1639.6467,1657.1227,1663.8203
1844.5831298828125,1871.9852,1899.3795,1925.5721,1953.8247,1982.642
6916.9375,6889.8203,6868.248,6872.5776,6818.0796,6842.993
4739.4462890625,4731.3,4731.08,4717.944,4723.304,4720.73
2673.566162109375,2650.5198,2642.575,2609.1687,2616.4468,2616.4297
1908.07421875,1907.2445,1915.1877,1874.65,1894.1267,1889.0513
3277.20263671875,3271.9788,3264.47,3273.6904,3273.052,3253.166
4308.12109375,4285.727,4277.445,4261.8135,4263.907,4260.803
3964.036376953125,3941.3953,3923.1846,3915.7407,3890.15,3902.3445
980.1649780273438,978.8347,974.80005,981.29034,974.6422,966.3947
2089.813232421875,2095.5027,2104.119,2073.9514,2084.4197,2084.9524
2972.2177734375,2939.86,2930.289,2892.855,2897.8198,2898.5508
5443.35888671875,5383.6924,5338.291,5303.4507,5255.3203,5283.238
1925.3819580078125,1879.3257,1863.7009,1826.696,1811.5142,1824.1978
1736.73046875,1707.9309,1700.2054,1669.2726,1674.3168,1674.9052
7191.5107421875,7223.183,7253.6895,7283.4233,7315.9204,7348.3325
4325.16162109375,4229.4355,4351.8403,4209.054,4669.3813,4890.566
2448.4853515625,2455.4382,2461.8003,2467.5598,2470.233,2474.3699
1671.7769775390625,1677.468,1682.8756,1688.3011,1694.7477,1700.5693
3418.312255859375,3420.92,3424.135,3424.1218,3427.9468,3424.964
2886.135986328125,2878.3384,2879.6802,2873.5325,2874.164,2871.1062
1882.4598388671875,1909.3195,1938.335,1970.304,1996.6791,2007.8563
1226.6849365234375,1223.8904,1225.3319,1222.2472,1222.7125,1222.7762
1551.099365234375,1572.2058,1591.947,1612.8699,1616.0082,1616.4924
2202.93994140625,2260.623,2322.502,2381.5786,2441.6924,2505.284
1643.1619873046875,1637.1288,1635.1559,1625.8765,1629.065,1627.6409
1351.4815673828125,1349.7793,1348.5433,1349.4714,1343.7712,1344.9514
2054.5908203125,2039.9767,2028.0128,2014.3528,2004.8628,2012.6665
1801.973876953125,1826.7181,1851.4946,1873.863,1891.2964,1916.8356
15137.873046875,15455.667,15783.689,16079.111,16424.717,16787.375
8074.07080078125,8135.029,8187.667,8233.633,8277.576,8336.09
7284.20361328125,7590.5977,7903.953,8203.061,8535.992,8808.355
8333.1787109375,8472.65,8595.547,8694.262,8749.457,8889.517
7705.8876953125,7880.2056,7952.863,8109.4473,8091.666,8034.3853
4694.01953125,4719.465,4743.609,4757.655,4740.128,4744.3696
2032.3924560546875,2082.6294,2141.2969,2199.903,2264.1965,2315.914
4265.45263671875,4301.4727,4322.074,4378.92,4421.794,4379.8315
3741.00927734375,3840.9792,3935.3745,4030.541,4132.491,4213.425
4113.7373046875,4041.7307,4062.8467,4048.3882,4160.795,3980.8276
1421.022216796875,1453.5651,1467.9604,1391.9105,1419.9921,1403.3704
5427.26708984375,5527.6094,5616.638,5713.76,5821.643,5906.774
4664.1025390625,4796.702,4916.981,5044.7637,5188.095,5301.802
1885.470458984375,1915.5094,1946.778,1977.9607,2019.3988,2054.2666
9133.923828125,9290.398,9429.615,9566.299,9733.33,9907.402
3399.2548828125,3455.1414,3509.2544,3555.3774,3604.4492,3661.681
10994.5107421875,11210.162,11384.47,11569.022,11586.996,11607.044
1645.709228515625,1647.644,1648.7701,1647.8727,1654.4357,1656.71
4623.8310546875,4677.5195,4727.734,4785.3076,4851.3877,4884.3438
1590.8031005859375,1608.8395,1624.9878,1640.3383,1653.877,1671.0409
2580.146240234375,2627.9568,2674.8052,2726.3965,2782.2285,2831.229
1515.382080078125,1515.6752,1516.2426,1517.4196,1518.1343,1517.7192
2573.98828125,2572.13,2577.4553,2573.7434,2580.3533,2587.63
8463.681640625,8767.661,9089.307,9389.318,9745.3125,10043.152
7226.794921875,7337.7417,7387.967,7449.575,7483.5786,7456.7847
5914.38330078125,6082.113,6247.3555,6415.731,6600.6484,6756.5137
1928.800048828125,1999.7762,2074.4104,2147.1985,2226.306,2303.3718
1986.0107421875,2021.8628,2037.1648,2062.8296,2065.1887,2045.8297
5291.78662109375,5388.883,5475.9297,5568.1504,5612.929,5640.665
11036.091796875,11211.758,11385.368,11567.598,11754.55,11862.037
4844.32177734375,4871.207,4894.6978,4914.7905,4929.3726,4956.1187
1652.216064453125,1673.8685,1696.8096,1719.3641,1745.6123,1767.6433
4069.9345703125,4205.6475,4330.354,4480.3535,4589.9756,4634.804
2339.65283203125,2340.6094,2343.0222,2341.8706,2341.3394,2342.9834
1579.0634765625,1577.1005,1575.3944,1575.2352,1572.7136,1572.4851
1063.0985107421875,1061.9318,1061.6124,1061.1996,1062.8032,1063.9048
3336.505126953125,3403.8618,3470.638,3531.9375,3605.5056,3684.2866
4218.2177734375,4284.342,4380.1865,4474.045,4563.8125,4595.2554
2664.443115234375,2681.3772,2698.4653,2703.5051,2781.2776,2779.498
2137.785400390625,2144.036,2149.4548,2170.0269,2209.5237,2194.937
1473.2452392578125,1472.2446,1472.11,1466.9445,1468.5562,1467.8647
2286.383544921875,2288.5684,2287.877,2290.1824,2288.465,2285.963
2111.6337890625,2107.1628,2109.95,2114.0503,2107.9048,2106.439
2135.67041015625,2161.5498,2189.7463,2222.2134,2254.1855,2267.9443
5266.35009765625,5313.512,5362.4263,5415.986,5480.378,5526.4727
2779.1484375,2760.7363,2746.6084,2761.0308,2707.2646,2733.1
2143.916259765625,2173.4512,2205.903,2220.2332,2229.5442,2254.8735
10435.4228515625,10639.193,10856.176,11056.425,11290.323,11505.152
2062.95654296875,2070.3447,2069.2744,2079.6262,2087.7224,2056.0515
7158.22021484375,7159.6187,7160.79,7161.9077,7163.071,7157.143
5000.59033203125,5034.0884,5064.1187,5091.939,5120.665,5156.5864
2537.709716796875,2598.4536,2670.3455,2749.9194,2817.5117,2838.85
4998.94384765625,5024.0244,5044.775,5059.576,5043.7544,5053.809
4481.5537109375,4492.1743,4491.14,4503.814,4519.7905,4494.167
1581.8966064453125,1577.9535,1573.9955,1574.3615,1569.042,1572.232
3211.84130859375,3201.6187,3193.5916,3193.398,3175.6084,3180.9585
6124.43408203125,6171.7144,6215.662,6258.3906,6299.8525,6351.414
1929.3970947265625,1930.3646,1931.331,1914.7991,1923.3458,1956.9534
6508.37451171875,6503.443,6511.596,6563.8164,6555.7236,6549.137
2003.36328125,2003.4086,2018.229,2039.3156,2031.7189,2013.9976
1420.476318359375,1459.9064,1498.0117,1537.3198,1584.623,1617.4934
2274.228759765625,2333.6528,2388.7505,2440.994,2510.6243,2570.4382
8477.630859375,8473.366,8542.85,8592.634,8617.11,8597.991
4012.9326171875,4069.123,4122.901,4174.4844,4228.6064,4290.9927
2059.356201171875,2056.3447,2054.7905,2056.0725,2049.8315,2052.44
2070.810546875,2086.9502,2101.0835,2113.9905,2128.56,2147.7676
1110.4185791015625,1106.8367,1104.7616,1103.0381,1101.5315,1102.3872
4501.61474609375,4520.9824,4544.414,4568.0723,4600.19,4618.6626
2403.957275390625,2415.2566,2427.436,2440.133,2446.8499,2455.5107
3908.455810546875,3931.2312,3954.9587,3975.4817,4008.5073,4042.288
1172.9420166015625,1172.7476,1172.8634,1172.4279,1173.8021,1172.418
8997.0849609375,9110.218,9231.811,9341.855,9400.355,9472.892
1120.2435302734375,1122.1421,1122.1957,1118.9338,1121.1798,1121.5686
11004.111328125,11176.639,11351.71,11535.041,11733.347,11891.852
2270.4716796875,2272.6257,2270.421,2273.0396,2275.704,2271.9065
1886.7645263671875,1945.6594,2000.1099,2052.0132,2105.9604,2162.9426
2558.747802734375,2642.0396,2733.4941,2821.1428,2930.6948,2996.141
12126.8046875,12487.605,12825.894,13156.013,13486.486,13868.771
1276.49755859375,1313.0277,1348.125,1383.905,1423.637,1459.228
11099.9130859375,11414.31,11721.729,12037.465,12376.162,12657.774
2696.89892578125,2702.3826,2707.4475,2709.524,2709.762,2710.4746
1875.238037109375,1876.4001,1876.5153,1877.1605,1880.5131,1881.5435
5572.2041015625,5803.9644,6033.265,6254.1323,6499.3164,6665.9126
8462.3125,8652.745,8819.682,8981.622,9176.781,9356.783
2306.137939453125,2360.371,2408.696,2456.745,2505.1177,2559.9512
2245.67578125,2301.5269,2352.4421,2403.6792,2464.538,2510.5066
3840.07763671875,3914.9033,3997.967,4068.1646,4146.5547,4181.2534
3970.435791015625,4044.0176,4116.417,4176.2534,4247.2666,4322.2344
9745.3046875,9955.881,10147.958,10338.0625,10585.387,10810.021
3781.40673828125,3809.0312,3835.7449,3860.5918,3884.54,3916.908
2070.734619140625,2170.5125,2274.2507,2380.086,2501.4468,2595.77
6604.30908203125,6605.7617,6607.586,6605.395,6600.673,6604.314
1865.49267578125,1843.8219,1875.6594,1844.2229,1942.242,1830.4081
3901.840087890625,3963.4082,4026.5798,4089.1702,4157.9136,4215.5405
2216.7275390625,2239.9841,2260.3508,2283.0164,2298.9521,2302.9436
1792.943359375,1790.9406,1829.2185,1832.5505,1942.3944,1865.341
2343.9150390625,2368.6467,2394.3486,2421.4587,2448.873,2464.0767
1773.876953125,1774.792,1773.2571,1775.8632,1772.208,1774.1552
2718.538330078125,2812.033,2919.3533,3022.872,3133.6548,3231.4194
4283.279296875,4345.675,4420.575,4495.7935,4576.073,4652.109
2532.992919921875,2533.0876,2558.4277,2562.126,2568.0298,2576.489
1537.8304443359375,1567.6664,1597.6638,1641.2479,1662.6985,1677.738
1367.7900390625,1369.026,1372.3967,1374.3198,1373.8484,1372.551
4767.39453125,4815.8926,4819.8755,4847.683,4841.7817,4839.84
1579.2767333984375,1599.3876,1618.6473,1638.216,1662.0049,1678.1077
4602.625,4705.966,4804.951,4914.8374,5021.6753,5076.482
3040.01025390625,3090.6843,3126.5735,3182.1875,3191.1636,3209.1394
3652.893310546875,3663.8936,3663.3755,3670.496,3705.8748,3669.0635
4601.73193359375,4621.587,4631.2334,4662.7446,4681.5166,4664.2515
1835.8079833984375,1837.4623,1839.2377,1836.3033,1837.441,1837.0825
4302.85205078125,4486.8516,4649.3564,4855.8164,4919.4146,4934.7485
1851.4195556640625,1922.8013,1909.4644,1983.5504,1992.4893,1956.638
2059.297607421875,2100.708,2140.216,2177.2827,2210.7563,2253.7515
3142.6005859375,3266.7124,3389.1445,3544.2212,3664.4531,3724.8018
2631.257568359375,2680.7395,2723.4482,2773.5403,2813.7825,2826.9146
2012.3836669921875,2028.7775,2044.386,2061.8933,2086.887,2099.729
2348.513916015625,2399.3335,2446.3877,2494.5063,2544.5193,2576.6814
2554.48876953125,2671.0156,2796.0789,2922.5637,3054.2017,3121.7334
2808.0673828125,2811.7087,2812.411,2817.8481,2829.3018,2814.4888
2196.40185546875,2213.11,2224.2075,2237.7285,2235.0117,2235.2793
1390.90966796875,1402.5591,1415.1976,1424.3994,1431.444,1438.7217
4318.900390625,4458.555,4586.863,4719.9805,4807.2646,4832.88
3850.87939453125,3991.9688,4121.006,4243.0596,4374.508,4509.331
3540.595947265625,3591.8025,3654.9023,3718.3286,3761.3994,3791.3743
6728.5615234375,6764.6123,6793.807,6822.3325,6859.0146,6899.8447
986.957763671875,985.53094,984.1516,984.6815,980.66473,981.92755
9760.0751953125,9812.647,9830.676,9888.103,9889.529,9886.262
9786.2412109375,9849.261,9803.482,10004.887,10015.438,10027.211
9840.205078125,9927.123,10016.892,10126.744,10148.848,10168.059
10663.2724609375,11120.512,11550.369,12002.128,12497.479,12968.234
10178.609375,10338.443,10474.039,10616.764,10708.95,10866.189
9945.7353515625,10017.602,10060.105,10118.505,10119.424,10112.278
9855.544921875,9874.579,9885.023,9892.224,9877.415,9889.287
10117.705078125,10172.526,10270.531,10363.215,10272.538,10249.927
10159.9228515625,10259.649,10302.444,10432.003,10489.496,10424.7295
10100.1494140625,10194.031,10249.909,10323.779,10309.049,10289.66
9892.158203125,10069.481,10280.654,11183.146,10235.251,10047.868
10680.736328125,11050.335,11410.892,11765.741,12031.287,12494.28
10816.701171875,11216.393,11635.264,12122.915,12695.911,12987.238
999.595947265625,996.3969,996.7934,995.6141,995.08356,995.2582
10157.798828125,10318.688,10489.764,10664.7,10782.262,10933.555
9994.734375,10217.602,10450.093,10668.87,10930.111,11159.018
8515.5966796875,8554.407,8604.199,8711.52,8638.791,8624.377
9482.65234375,9713.426,9923.794,10209.984,10226.249,10227.817
9100.67578125,9267.606,9440.875,9524.887,9572.395,9536.139
9765.2236328125,10070.507,10452.406,10701.239,10926.979,11098.11
10049.5078125,10300.097,10539.459,10781.33,11044.748,11250.815
10010.6640625,10255.6455,10489.518,10728.959,10983.027,11180.833
2388.474853515625,2451.2205,2518.584,2582.3477,2653.7246,2720.727
6106.107421875,6374.1826,6708.461,6984.976,7327.323,7584.4966
7868.53466796875,8090.0854,8318.348,8523.353,8680.022,8832.055
3950.78125,3957.432,3977.1846,3992.3584,4031.8652,3976.9692
9424.0068359375,9548.077,9737.018,9957.555,10255.99,10316.388
6134.078125,6089.547,6102.7446,6123.267,6117.8906,6075.011
8167.2666015625,8402.029,8634.588,8881.14,9162.146,9313.376
3420.16455078125,3452.5613,3482.9521,3508.452,3530.2607,3550.2036
1763.0068359375,1784.7219,1806.6835,1827.458,1843.0482,1860.0938
1381.5283203125,1403.3221,1425.1058,1444.8014,1466.0476,1489.8154
1632.91796875,1609.1287,1612.7976,1606.767,1616.2278,1595.3076
2164.2275390625,2176.371,2168.0486,2171.9946,2172.5159,2175.4453
3740.84912109375,3742.7876,3740.869,3752.5654,3755.647,3744.085
4675.6123046875,4675.661,4678.215,4693.948,4725.5586,4697.832
1361.9991455078125,1337.4519,1338.675,1332.1288,1339.3363,1320.1266
3593.496826171875,3602.688,3614.9348,3619.8005,3630.4507,3656.6973
5973.94287109375,5951.068,6039.1514,6164.5,6303.018,6278.592
1993.853759765625,2062.61,2132.1904,2204.0361,2289.9448,2345.4995
1637.192626953125,1664.9963,1693.9126,1719.2814,1747.047,1777.4941
7827.5576171875,7874.31,7924.3804,7991.246,8159.635,8220.551
2452.202392578125,2483.6812,2500.233,2528.8525,2522.8323,2533.7646
3712.673828125,3785.165,3834.4233,3895.781,3904.6038,3923.2373
2604.31201171875,2611.254,2598.3208,2600.5254,2602.998,2605.4187
1807.0489501953125,1807.0463,1806.3237,1805.4818,1805.7904,1807.0676
6329.185546875,6310.2036,6300.2275,6275.085,6279.7554,6282.582
1729.75439453125,1768.2227,1806.1444,1842.9683,1882.8301,1918.6544
1834.48486328125,1869.0765,1904.2726,1936.0181,1972.4308,2006.3206
2869.947021484375,2942.291,3010.9712,3081.257,3154.1233,3201.0244
1898.2340087890625,1914.4926,1929.1925,1943.3959,1957.2665,1974.5963
1875.484130859375,1876.2986,1878.0328,1879.5312,1882.7178,1880.6057
9129.162109375,9150.069,9168.279,9176.139,9173.235,9185.051
1662.3033447265625,1676.8099,1690.9901,1705.0723,1717.3628,1731.486
2253.101806640625,2262.3748,2268.182,2279.0422,2277.9927,2274.423
1828.9345703125,1884.8547,1932.3113,1987.3145,2017.784,2052.3323
10682.4287109375,11094.3,11521.841,11930.066,12397.191,12835.795
5082.39013671875,5255.9487,5393.3643,5560.53,5678.1543,5729.673
11841.0126953125,12339.803,12769.645,13258.669,13716.162,14136.437
4242.74267578125,4382.966,4494.4414,4624.6396,4716.04,4745.54
1825.8115234375,1891.7502,1949.5079,2013.9178,2066.6418,2121.3174
998.1798706054688,1003.84033,1005.3637,998.08154,1001.5564,1003.848
2297.45556640625,2317.3696,2329.0212,2346.3982,2349.4167,2350.6118
1499.5120849609375,1503.887,1498.8534,1502.3379,1517.3085,1527.3479
3141.922119140625,3326.8042,3489.9272,3645.8862,3849.249,3980.312
4569.05224609375,4574.399,4582.0986,4587.63,4599.8154,4596.6245
8987.4951171875,9033.392,9074.592,9130.555,9152.565,9159.865
3131.156494140625,3126.4563,3134.7864,3139.9658,3145.42,3142.0557
3150.828369140625,3150.029,3156.1904,3162.8171,3176.5012,3166.5042
2244.6943359375,2285.0684,2334.4812,2375.7917,2428.7017,2483.3123
7835.18017578125,7816.454,7872.0874,7811.7114,7929.0547,7974.852
3605.9873046875,3728.706,3850.0566,3938.1436,3995.8682,4187.64
2775.45361328125,2797.5227,2814.9187,2828.2637,2821.7097,2832.0156
11365.478515625,11707.971,12010.031,12276.303,12677.201,12960.602
10671.5927734375,11218.671,11740.636,12218.816,12811.027,13409.573
10860.5283203125,10953.645,10877.134,10984.369,11056.384,11013.377
9107.4677734375,9036.168,9042.841,9078.697,9014.91,9025.991
2161.74853515625,2188.5212,2207.01,2236.6392,2227.497,2242.3945
2161.417236328125,2173.2983,2182.67,2163.9585,2172.6226,2182.9558
5916.96240234375,5951.2124,5927.4307,5959.449,5967.6826,5940.641
6367.03271484375,6356.339,6337.3174,6319.638,6358.2944,6329.739
3144.091796875,3146.1833,3151.4937,3116.3232,3161.777,3203.0322
14323.5283203125,14694.633,15004.242,15381.92,15549.674,15770.949
1283.126220703125,1292.0944,1287.8414,1300.0466,1302.4446,1300.3351
1369.527587890625,1357.2609,1358.0405,1350.9508,1358.2108,1366.1678
6714.80810546875,6883.779,7101.4478,7226.7207,7304.703,7497.351
3324.072509765625,3460.3335,3622.228,3751.2793,3984.5764,4149.427
13597.9541015625,14477.609,15308.795,15973.381,17080.703,17419.74
7073.15234375,7248.4365,7466.8213,7552.1665,7732.805,7821.577
2289.259765625,2378.7288,2469.2197,2562.6917,2626.1316,2680.4143
3353.534423828125,3366.9224,3355.583,3370.7087,3367.6985,3367.225
1784.6767578125,1783.2655,1765.5326,1778.2747,1789.2812,1777.8762
4695.38525390625,4858.858,5029.829,5328.2793,5570.4917,5624.413
2107.535400390625,2115.179,2111.5967,2114.849,2125.0095,2110.374
2496.9326171875,2505.234,2525.4766,2514.9473,2541.923,2539.448
13848.1181640625,14138.521,14403.516,14572.346,14636.277,14854.681
13492.52734375,13959.992,14386.6455,14920.528,15142.752,15351.732
2724.341796875,2702.5886,2735.4202,2663.972,2706.986,2779.3926
1343.7806396484375,1353.2754,1362.677,1372.4979,1379.6902,1384.5061
6851.33251953125,7218.215,7553.8545,7902.4033,8322.52,8568.53
5101.00048828125,5148.6743,5190.4697,5242.2056,5248.358,5260.789
2722.377197265625,2752.6475,2781.1287,2795.5994,2827.4163,2856.712
2786.79052734375,2851.0298,2917.868,2946.9783,2998.771,3081.1719
10191.1552734375,10524.416,10866.098,11193.269,11416.106,11780.416
3365.88623046875,3519.2715,3673.9094,3814.0415,3959.416,4126.194
2685.322265625,2679.5334,2690.165,2652.9402,2685.4026,2695.2236
2597.831298828125,2605.8071,2614.9985,2628.574,2640.298,2635.6133
3081.003662109375,3113.3513,3190.477,3228.9785,3325.1277,3371.831
2844.865234375,2869.8428,2886.2295,2899.7314,2883.0076,2893.6333
3149.564453125,3242.354,3333.924,3419.8887,3531.948,3626.1763
1566.2044677734375,1597.4126,1642.2671,1687.3562,1706.8566,1721.0122
1439.3037109375,1453.9642,1479.5879,1495.875,1544.3453,1567.3284
5211.61181640625,5231.3486,5249.809,5285.6953,5325.613,5308.417
6032.833984375,6163.835,6299.992,6428.6455,6560.8364,6703.643
2698.63037109375,2730.209,2730.2134,2754.3213,2764.8403,2804.4175
2355.947998046875,2376.6785,2390.7693,2412.1797,2414.7834,2425.569
2138.236083984375,2194.9934,2252.8557,2303.3782,2334.4907,2391.2473
2064.51416015625,2119.4707,2174.0693,2250.3025,2301.83,2329.0654
15013.7607421875,15831.645,16591.535,17326.168,18294.955,18845.754
2244.6943359375,2285.0684,2334.4812,2375.7917,2428.7017,2483.3123
2067.37353515625,2082.9531,2116.6694,2150.8408,2178.403,2225.2866
6126.0751953125,6278.46,6474.121,6634.332,6805.313,6775.54
2402.7109375,2522.3267,2652.995,2772.8975,2934.731,3059.667
2273.873046875,2323.7246,2378.2288,2424.295,2492.3003,2548.9705
1455.9217529296875,1479.5526,1500.197,1521.5273,1531.1558,1549.5436
6138.03515625,6161.856,6163.147,6114.751,6147.4985,6165.89
6859.92236328125,6871.607,6927.631,6989.1406,7014.246,6979.623
7035.50830078125,7055.3623,7106.3467,7179.938,7247.129,7221.1265
7366.73974609375,7386.903,7403.263,7419.9634,7409.366,7414.7886
7548.73828125,7692.4995,7839.802,7984.8213,8158.915,8271.384
2159.506103515625,2191.423,2213.5295,2245.911,2230.8928,2217.0986
2463.8173828125,2557.8215,2656.0942,2740.407,2811.0635,2807.1348
3344.232421875,3556.3193,3760.787,3960.0227,4185.7075,4296.0664
3867.78369140625,3911.1758,3956.2668,3996.8337,4021.155,4057.621
2796.114013671875,2816.8284,2857.0095,2910.7275,2956.302,2989.0078
6570.18896484375,6539.6343,6535.1094,6511.544,6613.185,6736.618
1609.2933349609375,1639.1674,1670.3999,1706.2773,1740.1375,1766.535
1569.0946044921875,1593.3282,1620.0767,1649.2157,1665.7528,1689.6177
15181.14453125,15630.416,16079.211,16427.25,16748.217,17347.615
3394.6240234375,3406.7444,3401.9548,3418.4082,3429.9292,3413.5579
4036.826904296875,4109.053,4163.327,4247.537,4268.5874,4276.449
1431.1875,1432.2015,1430.7047,1431.2706,1444.0356,1431.9165
11486.9296875,12161.98,12823.006,13508.418,14239.678,14984.736
2022.9129638671875,2041.0315,2049.5718,2139.339,2143.2463,2119.45
4491.986328125,4549.5493,4589.35,4646.81,4629.9097,4652.706
3460.839111328125,3496.355,3486.4858,3409.0505,3457.008,3482.0498
8927.0,9275.708,9657.053,10009.245,10348.943,10741.513
1382.1107177734375,1395.0859,1405.1987,1416.8682,1420.6388,1422.0807
3342.0771484375,3352.1443,3347.4275,3336.9128,3341.2922,3344.161
3660.727783203125,3800.2444,3941.9717,4048.6616,4206.9336,4302.8755
2324.63525390625,2371.4666,2403.9458,2431.3694,2431.706,2468.9734
3182.25439453125,3205.7446,3223.2864,3237.5076,3239.6052,3242.3577
4631.51416015625,4733.432,4807.3013,4839.5054,4826.6123,4883.916
2532.913330078125,2528.5125,2530.8054,2533.277,2532.2297,2530.6992
2364.674072265625,2387.03,2400.9236,2430.2202,2410.6968,2401.1892
1297.64990234375,1322.06,1341.651,1372.1012,1366.2233,1402.812
2243.12890625,2252.936,2256.624,2234.253,2242.5984,2243.517
4456.13623046875,4795.329,5117.6104,5477.4834,5752.8877,5873.3896
3399.55322265625,3629.4968,3875.9639,4115.8145,4375.771,4481.715
3272.65673828125,3499.9272,3719.3247,3958.2405,4114.533,4140.9336
2093.926513671875,2247.3218,2343.7207,2504.1604,2599.5671,2612.8872
4436.52734375,4425.9883,4399.5923,4410.5493,4413.453,4426.602
4555.7890625,4593.6514,4599.1113,4546.2803,4579.2173,4593.91
4583.5166015625,4575.955,4551.9688,4557.8564,4571.9614,4540.7275
6440.2431640625,6702.53,7027.206,7320.3213,7762.318,8081.0195
4972.01953125,5012.8774,5061.052,5136.077,5180.99,5203.3354
1623.7059326171875,1652.9177,1684.2712,1711.8837,1727.3516,1728.4902
1489.6142578125,1547.3264,1605.1328,1647.6072,1673.2668,1717.8925
3693.279296875,3773.748,3859.8447,3916.6975,3988.744,4108.3994
7971.9560546875,8341.175,8694.102,9018.954,9246.753,9763.512
3126.100341796875,3129.1636,3125.2278,3123.5322,3127.23,3127.854
3440.464599609375,3466.3972,3504.042,3544.2524,3569.8406,3584.8535
3823.748779296875,3887.6492,3952.98,4027.389,4124.3438,4143.3203
3458.94482421875,3461.5784,3501.6343,3509.728,3522.7195,3525.1694
3488.0205078125,3495.0432,3518.4048,3547.5237,3580.0374,3571.1082
3313.561279296875,3356.8098,3403.4473,3436.0764,3447.408,3473.6792
3388.482421875,3389.9998,3418.8718,3446.2024,3459.7412,3434.2175
7035.50830078125,7055.3623,7106.3467,7179.938,7247.129,7221.1265
7756.58837890625,7900.5044,8046.112,8218.152,8413.803,8460.647
7543.2587890625,7563.611,7631.1743,7605.9463,7661.602,7658.23
3208.9130859375,3263.9663,3309.9192,3347.339,3358.99,3408.5469
3318.23876953125,3320.2515,3311.474,3317.3894,3314.1604,3302.2456
8669.0068359375,9002.334,9358.408,9661.89,9965.205,10339.069
2961.04736328125,3014.33,3062.1665,3118.6343,3168.6064,3190.7354
2909.493896484375,2973.5354,3034.2637,3105.0122,3131.0479,3140.3872
2977.96728515625,3040.2107,3104.5176,3166.7957,3224.7012,3289.8264
5794.4794921875,6111.7993,6404.4062,6722.2017,7075.867,7243.128
2448.020751953125,2556.8513,2641.8765,2723.4753,2744.415,2783.702
2798.715576171875,2895.794,2997.2698,3080.9739,3207.9456,3372.6978
2685.322265625,2679.5334,2690.165,2652.9402,2685.4026,2695.2236
11276.3818359375,11309.308,11348.724,11394.928,11401.665,11399.959
11015.5078125,11580.592,12131.064,12654.541,13362.662,13719.066
2508.53857421875,2539.2642,2581.5623,2603.5981,2619.9585,2643.729
928.3541259765625,933.9642,934.12616,928.4907,932.2267,936.623
1101.8363037109375,1109.8486,1105.257,1107.2263,1108.2759,1113.7849
1095.235595703125,1101.4434,1103.7521,1100.18,1104.1252,1104.8325
934.684326171875,934.38477,933.70856,935.61035,934.8131,931.95703
5633.66796875,5612.5264,5603.668,5623.633,5593.4595,5592.2236
6944.46435546875,6947.9834,6974.562,7012.091,7061.768,7220.3716
2023.46484375,2118.3528,2217.4766,2309.7734,2437.752,2532.782
2031.77001953125,2054.9697,2055.3154,2022.1112,2044.6725,2052.551
13249.1640625,13816.91,14270.939,14831.182,14966.873,15032.978
10013.55078125,10259.715,10544.268,10695.114,10938.906,11314.738
10641.779296875,10703.536,10668.879,10786.324,10896.46,10729.578
5328.29443359375,5531.788,5700.3315,5858.037,6052.292,6297.784
1399.6917724609375,1415.8446,1433.0549,1450.7684,1462.3436,1471.0083
7739.26953125,7923.5884,8131.317,8360.925,8504.464,8603.27
13311.3505859375,13809.377,14350.116,14915.503,15505.578,16034.609
12395.1298828125,13037.795,13735.517,14332.383,15109.765,15701.774
2453.925537109375,2454.1167,2451.3406,2455.4565,2453.7131,2457.8376
3180.435791015625,3251.7437,3312.3577,3380.1345,3474.4746,3511.5498
3478.206298828125,3521.583,3565.674,3603.6997,3611.9346,3649.462
4320.1455078125,4315.2,4323.061,4317.5225,4316.178,4304.965
4707.60498046875,4732.422,4751.1025,4776.9067,4799.2324,4793.4614
4737.8251953125,4797.635,4865.2734,4876.464,4924.83,4997.416
4118.5419921875,4117.2334,4118.9526,4125.5303,4142.3154,4126.3423
4804.05810546875,4825.31,4829.92,4881.9155,4893.271,4883.744
8178.611328125,8496.3125,8848.068,9151.607,9503.308,9882.036
4928.02099609375,4908.4736,4916.97,4978.974,4981.1934,4961.6113
1411.7725830078125,1434.9808,1451.5813,1489.7408,1497.1025,1505.2678
8989.1279296875,9184.055,9464.451,9667.743,9964.194,10286.419
17578.279296875,18556.73,19560.703,20459.338,21565.557,22308.31
3408.826416015625,3381.5469,3375.351,3373.9978,3396.4556,3394.5442
2838.22412109375,2785.8564,2815.5405,2802.6096,2831.9148,2799.9883
3671.002685546875,3711.1636,3743.74,3797.6865,3837.3818,3887.0637
3156.830078125,3232.9312,3283.1035,3373.5903,3442.353,3445.1396
3059.997314453125,3074.8704,3095.9812,3060.3164,3081.4946,3059.4739
2983.324462890625,2971.1907,2963.2688,2970.3054,2961.9634,2943.5305
7341.91162109375,7453.9395,7619.7407,7623.1836,7715.705,7875.3247
2976.35498046875,3028.2383,3021.1177,2951.901,3001.9646,3018.3953
9194.439453125,9711.202,10277.835,11059.746,11796.987,12173.555
